event_name,event_date_start,event_date_end,next_edition_expected,venue,city,state,organiser,organiser_website,website_url,registration_url,description,target_audience,event_type,frequency,recurring,ticket_price_range_aud,expected_attendance,exhibitor_count,sector_tags,notes,source_url,notion_page_url
"IPWEA International Public Works Conference (IPWC)","2027-09-13","2027-09-16","13-16 September 2027, Crown Perth","Crown Perth","Perth","WA","Institute of Public Works Engineering Australasia (IPWEA)","https://www.ipwea.org","https://www.ipwea.org/ipwc/home",,"The biennial flagship conference of the Institute of Public Works Engineering Australasia, the key gathering for public works and infrastructure asset management professionals across Australia and New Zealand, with an exhibition of civil engineering and public works technology suppliers.","Public works engineers, council and government infrastructure/asset managers, civil engineering suppliers and consultants","conference_with_expo","biennial",true,,,,"Government, Construction","Held every two years; the 2024 edition was at MCEC Melbourne. IPWC27 will be held at Crown Perth - 2027 dates not yet published. IPWEA also runs state conferences and an annual Fleet Conference.","https://www.ipwea.org/ipwc/home","https://app.notion.com/p/dc2c4074e11d42018857bff83cde1445"
"Irrigation Show (Australia)","2026-08-12","2026-08-13",,"Sydney Showground","Sydney","NSW","Expertise Events","https://expertiseevents.com.au","https://expertiseevents.com.au/2026-event-calendar/",,"New national irrigation trade show launched by Expertise Events for 2026, bringing together agriculture, urban greening and water-management sectors around precision and sustainable irrigation technology.","Irrigation professionals across agriculture, urban greening and water management; equipment and precision-irrigation suppliers","trade_exhibition","annual",true,,,,"Agriculture, Water","Inaugural edition - one of four new Expertise Events launches for 2026 (announced via Australasian Leisure Management). Frequency assumed annual per organiser's calendar positioning; monitor. A sister 'Irrigation Precinct' also features at Greenscapes Show Brisbane 5-6 Aug 2026.","https://expertiseevents.com.au/2026-event-calendar/","https://app.notion.com/p/51496e9775f84023a4f8bca22aa1bbec"
"ISSA Cleaning & Hygiene Expo","2026-10-08","2026-10-09",,"Melbourne Convention & Exhibition Centre","Melbourne","VIC","ISSA Oceania & Asia Pacific","https://www.issa.com","https://cleaninghygieneexpo.issa.com",,"Oceania's largest B2B trade event for the cleaning, hygiene and facility solutions industry, run by ISSA Oceania & Asia Pacific, connecting procurement teams, facility managers and distributors with suppliers; alternates annually between Melbourne and Sydney.",,"trade_exhibition","annual",false,,,,,"Oceania's largest B2B trade event for the cleaning, hygiene and facility solutions industry - procurement teams, facility managers, distributors and contractors. Alternates annually between Melbourne and Sydney; 2026 edition at MCEC 8-9 Oct. Note: ISSA's global shows page stale-lists 'ICC Sydney' for the same dates - official event site (MCEC Melbourne) wins. Replaced the former AUSCLEAN Pulire and CleanScene shows.","https://cleaninghygieneexpo.issa.com/","https://app.notion.com/p/148e14ce48f140169fbf49637615a136"
"ITAC Conference (Innovation Transforming Aged Care)","2026-05-06","2026-05-07","2027 (annual)","Royal International Convention Centre","Brisbane","QLD","Ageing Australia","https://ageingaustralia.asn.au","https://conference.ageingaustralia.asn.au/2026-itac-conference/",,"Australia's leading aged care innovation and technology conference, hosted by Ageing Australia, featuring keynotes, panels and a trade exhibition focused on digital transformation in aged and community care.",,"conference_with_expo","annual",false,,,,"Aged Care, HealthTech","Australia's leading aged care innovation and technology conference, hosted by Ageing Australia. Two days of keynotes, panels and a trade exhibition focused on digital transformation in aged and community care. 2026 edition has run.","https://conference.ageingaustralia.asn.au/2026-itac-conference/","https://app.notion.com/p/b9134abfb8344165934b54596b350430"
"LambEx",,,"2028 (expected; biennial - 2026 edition ran 7-10 July at Adelaide Convention Centre with 2,000+ delegates and 100+ trade exhibitors)","Adelaide Convention Centre","Adelaide","SA","28 National (Sheep Producers Australia)","https://www.sheepproducers.com.au","https://www.lambex.org.au/",,"The world's premier sheep industry event, uniting 2,000+ delegates from Australia, New Zealand, North America and the UK with a 100+ exhibitor trade hall. A concentrated route to livestock producers and processors for animal health, agtech and equipment vendors.","Sheep, lamb and wool producers, processors, advisors and supply chain leaders","conference_with_expo","biennial",true,"$1,429 (2026 full registration, inc GST)",2000,100,"Agriculture","2026 edition (7-10 July, Adelaide) concluded the day before this research run; next edition expected 2028. Attendance/exhibitor figures from MLA and Livestock SA event listings; price from MLA.","https://www.lambex.org.au/","https://app.notion.com/p/25b5bdea0aa04e7a8ba4834b12564fe6"
"Land Forces - International Land Defence Exposition","2026-10-06","2026-10-08",,"Perth Convention & Exhibition Centre","Perth","WA","AMDA Foundation Limited","https://amda.com.au","https://landforces.com.au/","https://landforces.com.au/","Australia's largest land defence industry exhibition, held biennially with the support of the Australian Army and rotating between major cities. The seventh edition in Perth is the key interface for defence vendors from primes down to SMEs seeking Army and Department of Defence buyers.","Defence Force customers, prime contractors, SMEs and international land defence delegations","trade_exhibition","biennial",true,,,,"Defence","Runs alongside the Chief of Army Symposium 2026 at the same venue. Complements the MilCIS row (Run 005) which covers military ICT specifically.","https://landforces.com.au/","https://app.notion.com/p/1007357e335843beb15b98f2daf749e1"
"Learning and Development Forum","2026-08-13",,,"RACV City Club","Melbourne","VIC","Connect Media","https://ldforum.com.au","https://ldforum.com.au/",,"A one-day forum for L&D professionals run by Connect Media, positioned as a premier event for the sector with a focus on actionable insights, real-world solutions and partner/vendor engagement opportunities.","L&D leaders, heads of capability, learning technology buyers and HR executives","industry_summit",,true,"$1,182.50-$1,754.50 inc GST (2026 early-bird rates)",,,"Education, Human Resources","13 August 2026 at RACV, Melbourne. Sponsorship-driven format with tailored partner packages.","https://ldforum.com.au/","https://app.notion.com/p/30dd7057788c4a8fb78e2e7f4c51216e"
"Legal Innovation & Tech Fest","2027-04-28","2027-04-29",,"Hyatt Regency Sydney","Sydney","NSW","Hannover Fairs Australia (Tech Fest series, Deutsche Messe)","https://www.hfaustralia.com","https://www.legalfestival.com/","https://www.legalfestival.com/tickets","A two-day immersion in the technologies and ideas shaping the legal industry - the only Australian event uniting law firm leaders, in-house counsel and legaltech vendors at scale. 2027 themes centre on generative and agentic AI in legal practice.","Law firm business and technology leaders, senior corporate counsel and legaltech providers","conference_with_expo","annual",true,,,,"Legal, Technology","2026 edition ran 28-29 April at the same venue; attendees can claim up to 5 CPD points. Same organiser as HR + L&D Tech Fest and CeMAT Australia.","https://www.legalfestival.com/","https://app.notion.com/p/35eb8c0ab6324e88a10f1826073932dd"
"LGNSW Annual Conference","2026-11-22","2026-11-24",,"WIN Sports & Entertainment Centres","Wollongong","NSW","Local Government NSW (LGNSW)","https://lgnsw.org.au","https://lgnsw.org.au",,"The pre-eminent policy-making event of the NSW local government year, bringing together councillors and council staff from across the state alongside a partner exhibition program, run by Local Government NSW.",,"conference_with_expo","annual",false,,,,"Government","The annual policy-making event for all NSW councils - the pre-eminent event of the NSW local government year, with a partner exhibition program (partnership prospectus published). Dates/venue confirmed via LGNSW official channels.","https://www.linkedin.com/posts/local-government-nsw_annual-conference-2026-registrations-open-activity-7477976864930758656-GOQ6","https://app.notion.com/p/2f3cc8eff7984e9c9915383ab9a6d9cd"
"Locate Conference + Digital Earth Summit","2026-11-24","2026-11-26",,"Melbourne Convention and Exhibition Centre","Melbourne","VIC","Geospatial Media & Events (The Intermedia Group)","https://intermedia.com.au","https://www.spatialsource.com.au/event/locate26/",,"Australia's premier geospatial conference, running alongside the 10th International Digital Earth Summit in 2026 - 1,000+ expected attendees and ~50 industry exhibitors.","Geospatial, surveying and location intelligence professionals across government, infrastructure, agriculture, energy, mining and emergency response","conference_with_expo","annual",true,,1000,50,"Technology","Locate acquired by Geospatial Media & Events (Intermedia) after the former Geospatial Council of Australia wound up. Attendee/exhibitor estimates from Surveyors Australia media release and Spatial Source.","https://www.spatialsource.com.au/save-the-date-for-locate-november-2026/","https://app.notion.com/p/142018085d9743dba92ed214187752a8"
"MEGATRANS","2026-09-16","2026-09-17",,"Melbourne Convention & Exhibition Centre","Melbourne","VIC","Prime Creative Media","https://www.primecreative.com.au","https://megatrans.com.au/","https://primecreative.eventsair.com/megatrans-bulk2026/mtar","Australia's leading integrated supply chain and logistics conference and expo, bringing the end-to-end freight and logistics industry under one roof at MCEC. The 2026 exhibitor list includes Amazon, Maersk, DP World, UPS and WiseTech Global - evidence of top-tier commercial pull.","Freight, warehousing, ports, infrastructure and distribution operators and decision makers","conference_with_expo","biennial",true,,,,"Logistics","Biennial cadence per multiple listings; registration runs through organiser Prime Creative Media's platform. Co-located with the Australian Bulk Handling Expo.","https://megatrans.com.au/","https://app.notion.com/p/fd5527f06f2a406f918893a59daa2939"
"Melbourne Build Expo","2026-11-25","2026-11-26",,"Melbourne Convention & Exhibition Centre","Melbourne","VIC","Oliver Kinross",,"https://melbournebuildexpo.com/","https://melbournebuildexpo.com/","Victoria's largest construction and design show, with 500+ speakers across 17 conference stages plus Government and Architect's Hubs. Co-located with InstallerSHOW Melbourne, The Security Event Australia and The Fire Safety Event Australia in 2026, widening the buyer pool across the built environment.","Victorian developers, architects, engineers, project managers, contractors and government","trade_exhibition","annual",true,,20000,350,"Construction","Official site cites both '15,000+' and '20,000+' attendees and 200-300+ exhibitors in different places - conflicting, so structured figures left null. Sister event to Sydney Build.","https://melbournebuildexpo.com/","https://app.notion.com/p/d1e3c334533e4715a8bbfe4c6beee68f"
